
OccupationCode|Skill
41-9022.00|Zoom
41-4012.00|Microsoft Dynamics GP
47-3012.00|Microsoft Excel
41-3091.00|Microsoft Project
13-2031.00|Oracle E-Business Suite Financials
19-2043.00|Scientific Software Group 3DFATMIC
41-3021.00|Tritech Financial Systems General Insurance Management System GIMS
11-9041.00|Atlassian Confluence
43-4041.00|Financial accounting software
11-9072.00|Microsoft Excel
15-1242.00|Microsoft Exchange
15-2031.00|Oracle Taleo
15-2031.00|SAP Business Objects
15-1244.00|Tableau
17-2112.02|Apache Kafka
25-4022.00|Ex Libris Group Aleph
17-2199.10|Global Mapper Software Global Mapper
19-1041.00|Microsoft Outlook
15-1253.00|Microsoft SQL Server
11-2021.00|Nedstat Sitestat
13-2054.00|Perl
19-4012.01|Web browser software
17-2199.11|C++
21-1013.00|DocuTrac QuicDoc
43-4111.00|Microsoft Excel
43-1011.00|Microsoft Project
19-2041.03|The MathWorks MATLAB
13-1111.00|Ubuntu
29-9092.00|Word processing software
17-2112.01|Adobe Systems Adobe Photoshop
29-1222.00|Clinical Software Solutions CLIN1 Suite
11-9041.00|Microsoft Exchange
11-3061.00|Oracle JD Edwards EnterpriseOne
47-2053.00|Construction Management Software ProEst
43-6014.00|IBM InfoSphere DataStage
41-9022.00|iKorb Real Estate
43-5011.01|Manufacturing resource planning MRP software
15-2021.00|Microsoft Outlook
13-1199.05|Microsoft Project
19-2042.00|Alara CRystalView
11-9111.00|Apache Maven
15-1299.04|C
15-1244.00|JavaScript
29-2031.00|Microsoft Word
43-3031.00|Oracle E-Business Suite Financials
53-6031.00|Web browser software
15-1254.00|Extensible hypertext markup language XHTML
35-3011.00|Facebook
13-1111.00|Git
15-1253.00|JetBrains IntelliJ IDEA
15-1232.00|McAfee
47-5011.00|Microsoft Outlook
29-1141.01|Microsoft PowerPoint
15-2021.00|Multipath Corporation Fast Matrix Solver FMS
43-6014.00|Presentation software
51-9124.00|Robotic painting software
15-1211.00|Symantec Visual Cafe
43-5061.00|Enterprise Logix
11-3071.04|IBS Supply Chain Management
25-2031.00|Schoology
17-3025.00|Structure query language SQL
29-1071.00|Word processing software
15-2041.00|XGobi
43-6011.00|Adobe Systems Adobe InDesign
41-3021.00|AMS Services AMS Sagitta
15-1242.00|Apache HTTP Server
17-2199.07|Debugging software
41-4012.00|Social media sites
27-4015.00|Autodesk AutoCAD
49-2022.00|Fluke ClearSight Analyzer
29-2072.00|IBM SPSS Statistics
15-1253.00|Job control language JCL
11-2022.00|Microsoft Project
11-1021.00|Medical condition coding software
47-2061.00|Microsoft Windows
17-2199.08|Oracle Database
11-9199.10|SAP software
29-2061.00|Telephone triage software
47-2231.00|Computer aided design CAD software
11-9032.00|LogicalBit Eimas
11-2032.00|MicroFocus GroupWise
29-1229.05|Microsoft Office software
41-3021.00|North American Software Associates Eclipse
53-4031.00|SAIC government services and IT support software
15-1243.00|SAP PowerDesigner
25-3021.00|Web browser software
13-1051.00|CPR International GeneralCOST Estimator
21-1091.00|Edpuzzle
11-9141.00|LinkedIn
19-5011.00|Microsoft PowerPoint
15-1212.00|Microsoft SQL Server
15-1221.00|Perl
27-3031.00|Apple Final Cut Express
15-1243.00|Apple macOS
19-3094.00|Gale Expanded Academic ASAP PLUS
25-1124.00|Google Docs
17-2051.00|Hydraulic analysis software
29-1131.00|Sneakers Software DVMax Practice
29-1215.00|SOAPware EMR
25-1121.00|Word processing software
15-1255.00|Apple Keynote
29-1229.03|Automatic Data Processing AdvancedMD EHR
15-1232.00|Help desk software
51-8093.00|Inventory tracking software
11-9199.02|Microsoft SharePoint
53-2011.00|Microsoft Word
19-2042.00|MJ Systems Logsleuth
47-4011.01|Psychrometric chart software
27-3092.00|Stenograph Case CATalyst
19-3034.00|Word processing software
17-2112.02|Ansible software
29-2011.01|Genial Genetics Shire
15-1255.01|Microsoft Outlook
15-2031.00|Salesforce software
17-3028.00|Apple macOS
43-5071.00|Barcode labeling software
15-1299.08|Blink
15-1252.00|Call-processing language CPL
17-2041.00|Desktop publishing software
15-1244.00|Domain name system DNS
17-2071.00|Requirements management software
15-1299.09|Scheduling software
29-1125.00|Steinberg Cubase Pro
13-2072.00|SunGard Higher Education Banner Financial Aid
33-3051.04|Treasury Enforcement Communications System TECS
13-1151.00|Epic Systems
25-1066.00|IBM SPSS Statistics
15-2031.00|MathWorks Simulink
15-1299.01|Microsoft .NET Framework
33-3052.00|Microsoft Office software
27-3031.00|Microsoft Word
15-1299.01|Adobe Systems Adobe Shockwave Player
29-2042.00|Epocrates
29-1141.03|MicroFour PracticeStudio.NET EMR
15-1244.00|Microsoft Active Directory
51-3021.00|Microsoft Excel
13-2052.00|Pimlico Software DateBk
47-5013.00|SAP software
13-1041.00|Traffic record databases
41-1011.00|Yardi software
43-4151.00|Adobe Systems Adobe Acrobat
11-9041.00|Dassault Systemes SolidWorks
27-4015.00|Microsoft Internet Explorer
11-9121.02|Microsoft Outlook
13-1111.00|Microsoft SQL Server Integration Services SSIS
33-9011.00|Multiple Options Animal Shelter Management System
17-2112.03|SolidWorks Enterprise PDM
15-1299.03|Apple Final Cut Pro
19-1022.00|BtB Software Mycobacteriology Lab
51-9081.00|Computer aided design and drafting CADD software
15-1212.00|GitHub
11-3071.04|Microsoft Visio
47-2221.00|Project scheduling software
49-2092.00|Autodesk AutoCAD
43-5011.01|Email software
19-3092.00|ESRI ArcGIS software
43-4081.00|Facebook
17-2031.00|Failure rate database software
47-4061.00|Microsoft Excel
25-2032.00|Microsoft PowerPoint
19-3092.00|MODPATH
43-5071.00|SAP software
27-1021.00|Software as a service SaaS
43-5071.00|WindowBook Postal Package Partner
25-1111.00|Blackboard Learn
21-1015.00|Fanatic Software Informant
13-1111.00|KornShell
41-3041.00|Microsoft Office software
11-9199.11|Microsoft PowerShell
15-1251.00|Progress Sonic ESB
13-2023.00|REI Wise Commercial
13-1161.01|AJAX
11-9171.00|Email software
25-1067.00|Google Docs
51-9061.00|IBM Lotus Notes
15-1243.00|Informatica Big Data
25-1126.00|InteLext Past Masters
43-1011.00|MEDITECH software
29-2011.04|Microsoft Access
51-7042.00|Microsoft PowerPoint
15-1255.00|Microsoft SharePoint
43-3031.00|Records management software
29-1129.02|Web browser software
43-4011.00|Adobe Systems Adobe Dreamweaver
49-2021.00|Location mapping software
43-5031.00|Microsoft Excel
25-1063.00|Microsoft Word
19-1029.02|Minitab
31-9094.00|YouTube
39-3091.00|Adobe Systems Adobe PageMaker
17-1011.00|Apache Hadoop
41-9012.00|Apple iOS
25-2051.00|Drawing software
25-1042.00|Image scanning software
51-7011.00|Microsoft Windows
47-4011.01|Python
27-3042.00|Standardized general markup language SGML
17-1011.00|AutoDesSys form Z
13-1151.00|Blatant Media Absorb LMS
15-1299.09|Extensible hypertext markup language XHTML
47-2041.00|Measure Square FloorEstimate Pro
15-1242.00|Oracle JD Edwards EnterpriseOne
47-4071.00|Route mapping software
15-1242.00|StataCorp Stata
13-1199.06|WordPress
37-1012.00|Work order software
19-3022.00|Acarda CallAssist
17-2199.10|Autodesk AutoCAD
29-1161.00|digiChart OB-GYN
29-9021.00|Microsoft Visio
11-3013.00|Oracle PeopleSoft
27-1025.00|Vectorworks Designer
33-3051.00|Web browser software
27-1014.00|Adobe Systems Adobe Creative Suite
41-3031.00|Charles River Development Charles River Investment Management System
51-2041.00|Enterprise resource planning ERP software
43-9022.00|Microsoft Access
15-1212.00|Python
15-1299.09|Ruby
43-6011.00|Word processing software
25-1082.00|Desire2Learn LMS software
41-9031.00|Extensible markup language XML
29-1011.00|GalacTek ECLIPSE
13-1161.01|Hypertext markup language HTML
15-1211.00|Microsoft ASP.NET
53-6032.00|Microsoft Excel
25-1052.00|PerkinElmer ChemOffice Chem3D
41-1011.00|Point of sale POS software
51-9162.00|Sprut Technology SprutCAM
19-3022.00|TURBO Spring-Stat
27-2012.00|AP ENPS
27-3042.00|Extensible hypertext markup language XHTML
51-9081.00|Jenmar International DL-Plus
19-4099.01|Microsoft Excel
19-2099.01|Go
19-4092.00|Laboratory information management system LIMS
15-1255.01|Microsoft Expression Blend
17-2071.00|Microsoft Visual Studio
29-1222.00|NeTLIMS AutoAP
15-1255.00|Oracle Solaris
17-3026.00|Programmable logic controller PLC software
29-1229.02|Voice recognition software
29-1127.00|Avaaz Innovations Interactive Voice Analysis System IVANS
43-4051.00|Intuit QuickBooks
51-7032.00|Microsoft Excel
29-1123.00|Microsoft Outlook
39-7011.00|Microsoft PowerPoint
11-3051.00|NetSuite ERP
17-2112.00|Siemens UGS Jack
15-1255.00|Amazon Web Services AWS CloudFormation
25-1113.00|Blackboard Learn
29-1131.00|IntraVet
17-2199.10|Microsoft Excel
33-3021.06|Microsoft Office software
17-2151.00|Hellman & Schofield MP3
17-2112.02|Hewlett Packard QuickTest Professional
53-3032.00|Omnitracs Performance Monitoring
17-1021.00|Spreadsheet software
33-3021.06|Computer Linked Application Information Management System CLAIMS
49-9045.00|Microsoft Excel
15-1243.00|Oracle SQL Developer
19-1029.01|PHP
17-2111.00|Product safety documentation software
15-2021.00|Provalis Research Simstat
15-1243.01|SAND
15-1211.00|Apache Ant
21-1092.00|Appointment scheduling software
27-2012.00|Avid Technology Media Composer
29-1141.02|Beck Anxiety Inventory
51-4031.00|Computerized numerical control CNC software
21-1093.00|Electronic medical record EMR software
19-3034.00|Google Meet
51-9191.00|SAP software
11-2032.00|SmugMug Flickr
17-2199.05|Structured query language SQL
29-2051.00|ValuSoft MasterCook
23-2011.00|CaseSoft TextMap
17-2041.00|Dassault Systemes CATIA
43-4161.00|Email software
11-3131.00|HunterStone THESIS
29-1126.00|Microsoft Word
19-4043.00|Schlumberger GeoFrame
13-2031.00|Adaptive Planning
15-1251.00|C
51-9161.00|Cadem NCnet
29-2053.00|Cerner ProFile
43-5032.00|Geomechanical design analysis GDA software
11-1011.00|Microsoft FRx
41-2022.00|Microsoft Office software
29-1181.00|Microsoft PowerPoint
15-1299.04|Objective C
15-1299.06|Perl
23-2011.00|Software Technology PracticeMaster
29-1217.00|Vitera Healthcare Solutions Vitera Intergy
29-1081.00|DocSite Registry
41-9022.00|FaceTime
17-3024.00|Python
29-9021.00|SAP Crystal Reports
51-4021.00|SAP software
25-9031.00|Screencast-O-Matic
29-1011.00|Software Motif MyEMR
19-4051.02|Structured query language SQL
17-3012.00|Verilog
27-3041.00|WordPress
43-6011.00|Fishbowl Warehouse
15-1243.00|IBM DB2
51-4111.00|Kubotek USA KeyCreator
29-2092.00|Microsoft Outlook
15-1244.00|Microsoft Windows
19-3092.00|Systat Software SigmaPlot
29-1127.00|Adobe Systems Adobe Audition
43-6011.00|Blackbaud The Raiser's Edge
29-1124.00|Eclipse IDE
43-5041.00|Microsoft Access
19-4013.00|Microsoft Excel
31-9099.02|Microsoft PowerPoint
19-1029.04|Perl
27-4014.00|Adobe Systems Adobe Acrobat
15-1252.00|Atlassian Bamboo
13-1141.00|Benelogic
11-3051.00|Exact Software JobBOSS
15-1221.00|Greenhills Ada compilers
15-1251.00|Microsoft ASP.NET
31-1133.00|Microsoft Word
51-9162.00|Vero Software ALPHACAM Milling
41-3021.00|Web browser software
11-2011.00|Adobe Systems Adobe PageMaker
15-1253.00|Apache Hadoop
17-2141.00|Data acquisition software
15-1231.00|Ettercap NG
13-1141.00|Kronos Workforce Timekeeper
15-1241.00|Microsoft SQL Server Reporting Services SSRS
17-2199.08|Microsoft Visual Basic
15-1211.00|Citrix cloud computing software
13-2054.00|Derivicom FinOptions XL
25-1061.00|ESRI ArcView 3D Analyst
19-2042.00|Golden Software Surfer
19-1013.00|IBM SPSS Statistics
15-1251.00|Incremental compiler software
25-1121.00|Linux
11-1011.00|Microsoft Office software
25-2057.00|Microsoft Word
15-1252.00|SAP Business Intelligence
17-2141.02|JUnit
11-9031.00|Kressa Software SchoolLeader
13-2099.04|LexisNexis
11-2021.00|Marketo Marketing Automation
15-1242.00|SAS
43-9041.00|Spreadsheet software
15-1242.00|Swift
43-5011.00|Word processing software
19-4099.03|Airdata
53-3053.00|Easy Dispatch
11-3121.00|Infor ERP SyteLine
33-9093.00|Microsoft Office software
31-2021.00|Microsoft PowerPoint
27-4011.00|Cisco IOS
15-1251.00|Corel CorelDraw Graphics Suite
23-1022.00|Enterprise resource planning ERP software
19-1042.00|Integrated development environment IDE software
15-1241.00|Multiprotocol Label Switching MPLS
29-1229.01|Rosch Visionary Systems Visionary Allergy Tracker
15-1242.00|Blackboard software
27-1024.00|Figma
29-2072.00|MD Synergy Medical Appointment Scheduling
11-1031.00|Web browser software
27-1024.00|Adobe Systems Adobe Dreamweaver
13-1041.08|Automated system for customs data ASYCUDA
13-2041.00|CGI-AMS CACS Enterprise
29-2051.00|Food Service Solutions FoodCo
31-9094.00|Integrated Systems Management OmniMD
19-1021.00|Internet browser software
13-1141.00|Microsoft Office software
15-1242.00|Spring Framework
15-1255.00|Apple Cocoa
17-2041.00|C++
15-1211.01|Computerized physician order entry CPOE software
49-3023.00|IBM Notes
15-1299.08|Puppet
51-4111.00|VX Corporation VX Mold & Die
43-5061.00|Cost estimating software
15-1255.00|Customer information control system CICS
47-4099.03|Energy use ratings databases
11-9141.00|iRealty Manager
41-9021.00|Microsoft Office software
11-3131.00|Microsoft Project
15-1221.00|Microsoft Visual Basic
15-1221.00|Perforce Software Configuration Management System
15-1253.00|Puppet
11-3031.03|Web browser software
27-3042.00|Atlassian Confluence
19-1029.04|EMBOSS
13-2052.00|Financeware AASim
15-1299.09|Hibernate ORM
25-2059.01|Microsoft PowerPoint
19-1029.03|RTI International SUDAAN
19-3011.01|C++
15-1232.00|Defect tracking software
47-2152.00|Elite Software Sprinkler CAD
15-1211.00|Extensible markup language XML
51-8092.00|Microsoft Excel
15-2051.02|Relational database management software
15-1255.00|Apache Kafka
43-6014.00|CA Erwin Data Modeler
47-5032.00|Global positioning system GPS software
25-2021.00|Google Meet
11-9121.00|IBM Lotus 1-2-3
19-1031.02|Microsoft Great Plains Personal Data Keeper
25-1126.00|Microsoft Outlook
25-2022.00|Nearpod
27-1014.00|solidThinking
13-1161.00|Structured query language SQL
15-1251.00|Citrix cloud computing software
15-1212.00|Juniper Networks NetScreen-Security Manager
11-9013.00|KELTEC Systems HerdMaster
11-3021.00|Microsoft Dynamics NAV
15-1243.01|Red Hat Enterprise Linux
29-9021.00|Voice dictation software
19-2031.00|Apple iWork
47-2171.00|Applied Systems Associates aSa Rebar
25-1082.00|C++
17-1021.00|MapInfo
11-3071.00|Oracle E-Business Suite Logistics
15-1299.03|Oracle SQL Developer
53-4011.00|Route mapping software
11-9199.11|Salesforce software
47-5071.00|Spreadsheet software
17-3027.00|Autodesk Inventor
29-1241.00|CareCloud Central
43-5053.00|Delivery Routing System DRS
29-1213.00|doc2MD
15-1299.01|Extensible stylesheet language XSL
15-1252.00|Google Analytics
11-3021.00|Microsoft Office software
19-4044.00|Mitre Software GSLOPE
17-3029.01|National Instruments NI Vision Builder for Automated Inspection AI
19-2042.00|PolyMap
17-2112.02|Structured query language SQL
15-1254.00|Amazon Elastic Compute Cloud EC2
25-1054.00|Desire2Learn LMS software
15-1231.00|KornShell
43-9041.00|Medical condition coding software
13-1075.00|Microsoft SharePoint
53-5021.00|Microsoft Word
49-3021.00|Accounting software
27-1024.00|Autodesk Revit
17-2111.00|Failure mode effects and criticality analysis FMECA software
33-2021.00|Fire Dynamics Software FDS
13-1141.00|Lynchval Systems Lvadmin
15-1211.00|Oracle Business Intelligence Suite
29-1011.00|Scheduling software
13-2054.00|StataCorp Stata
25-2022.00|Zoom
11-9021.00|AEC Software FastTrack Schedule
17-2111.00|Biomechanical imaging software
29-1151.00|Cerner Millennium
29-1222.00|HEX Laboratory Systems Billing and Cash Management
29-2051.00|LunchByte Systems NUTRIKIDS
29-1051.00|Microsoft PowerPoint
11-9121.01|PercipEnz Technologies OnCore-Clinical Research Management OnCore-CRM
29-2099.01|Sleep analysis software
13-1111.00|C#
15-1231.00|Dartware InterMapper
29-9021.00|Entity Management Software
25-3011.00|Microsoft Office software
25-1063.00|Sun Microsystems Java
15-1241.00|Videoconferencing software
51-1011.00|Computer aided design CAD software
13-2072.00|LA PRO Loan Administrator Pro
15-1254.00|Microsoft PowerShell
45-2093.00|Microsoft Word
47-2211.00|Siemens NX
15-1241.00|Apache Tomcat
19-2043.00|ChemStat
15-2099.01|Git
11-9032.00|IBM Domino
49-2011.00|IBM WebSphere
51-8031.00|Microsoft Office software
49-2097.00|Microsoft Word
25-3041.00|Web browser software
25-1121.00|Adobe Systems Adobe After Effects
17-2199.09|Data acquisition software
41-9022.00|DeLorme Topo USA
15-2031.00|Eko
33-3021.02|Image enhancement software
15-1253.00|Microsoft ActiveX
11-3071.00|Microsoft Dynamics GP
11-9199.10|Microsoft Visio
13-1082.00|Microsoft Word
15-1241.00|Node.js
13-1111.00|R
47-2071.00|Time report software
15-1243.00|3M Post-it App
29-2072.00|Digital Imaging Communications in Medicine DICOM medical imaging software
41-3021.00|Medical procedure coding software
15-1253.00|Microsoft Active Server Pages ASP
25-1071.00|Microsoft Outlook
45-1011.00|Midwest MicroSystems Cow Sense
19-1031.02|Satellite image databases
15-1212.00|Apache Hadoop
27-3042.00|Author-it
11-9081.00|Facebook
15-1299.09|KommandCore
33-1021.00|Microsoft Excel
15-1299.08|Dropbox
51-9061.00|FileMaker Pro
13-1082.00|Flipgrid
15-1253.00|Graphical user interface GUI builder software
29-1212.00|MEDITECH software
53-1041.00|Microsoft Outlook
13-1041.03|Microsoft Word
13-2011.00|R
11-1021.00|Software on Sailboats Desktop Sales Manager
43-6011.00|Web conferencing software
15-1251.00|Apache Groovy
11-2011.00|Brainworks
17-3029.08|Computer aided design CAD software
43-5032.00|ESRI ArcIMS
11-3013.00|Intuit QuickBooks
17-2061.00|Microsoft Access
25-9031.00|Microsoft SharePoint
15-1241.01|Microsoft Visual Basic Scripting Edition VBScript
13-2099.01|MicroStrategy Desktop
15-1299.02|RockWare ArcMap
21-1013.00|Synergistic Office Solutions SOS Case Manager
13-2082.00|Thomson GoSystem MyTaxInfo
